motif_id,Real_Score_Sum,Shuffled_Mean_Score,P_Value,Adjusted_P,Score_Difference,Significant
MA1772.2,6603.7049,4794.982911,0.0099009900990099,0.0162037037037037,1808.7219889999997,True
MA1334.2,3492.62157,1687.5357706000002,0.0099009900990099,0.0162037037037037,1805.0857993999996,True
MA1358.2,4334.9163,2532.639909000001,0.0099009900990099,0.0162037037037037,1802.276390999999,True
MA0584.2,7904.214,6125.585114999999,0.0099009900990099,0.0162037037037037,1778.628885000001,True
MA0964.3,3842.1628,2064.793042,0.0099009900990099,0.0162037037037037,1777.3697580000003,True
MA1310.2,4884.8385,3120.160168000001,0.0099009900990099,0.0162037037037037,1764.678331999999,True
MA1775.2,4024.7766,2263.408551000001,0.0099009900990099,0.0162037037037037,1761.3680489999992,True
MA1774.2,5367.8346,3615.911201,0.0099009900990099,0.0162037037037037,1751.9233990000002,True
MA2092.1,4291.4,2546.917808,0.0099009900990099,0.0162037037037037,1744.4821919999995,True
MA1341.2,3431.57548,1690.8494108,0.0099009900990099,0.0162037037037037,1740.7260692,True
MA1300.2,4791.2239,3055.167481999999,0.0099009900990099,0.0162037037037037,1736.056418000001,True
MA1770.2,5806.7047,4082.93781,0.0099009900990099,0.0162037037037037,1723.7668900000003,True
MA1820.2,2241.95794,527.4846227999994,0.0099009900990099,0.0162037037037037,1714.4733172000003,True
MA1248.2,2893.6824,1179.7956020000006,0.0099009900990099,0.0162037037037037,1713.8867979999995,True
MA1256.2,2626.48507,917.7726694999998,0.0099009900990099,0.0162037037037037,1708.7124005000005,True
MA1074.2,3620.5461,1920.5464590000008,0.0099009900990099,0.0162037037037037,1699.9996409999992,True
MA0550.3,3252.5298900000003,1556.2041154000003,0.0099009900990099,0.0162037037037037,1696.3257746,True
MA1345.2,3283.98527,1612.2100659000002,0.0099009900990099,0.0162037037037037,1671.7752040999999,True
MA2074.1,2540.8368,869.5747970000002,0.0099009900990099,0.0162037037037037,1671.2620029999998,True
MA2078.1,2519.1797,849.7363149999999,0.0099009900990099,0.0162037037037037,1669.4433850000003,True
MA1666.3,5752.0538,4086.519976999999,0.0099009900990099,0.0162037037037037,1665.5338230000007,True
MA1817.2,2165.96978,518.7454693000001,0.0099009900990099,0.0162037037037037,1647.2243107,True
MA1745.2,3446.903,1800.4548449999995,0.0099009900990099,0.0162037037037037,1646.4481550000003,True
MA0992.3,2617.28134,978.0592957,0.0099009900990099,0.0162037037037037,1639.2220443,True
MA1810.2,4631.2442,2999.3645650000003,0.0099009900990099,0.0162037037037037,1631.8796349999998,True
MA1661.2,6780.8292,5150.002406000002,0.0099009900990099,0.0162037037037037,1630.8267939999978,True
MA1075.1,3519.501,1909.6572149999995,0.0099009900990099,0.0162037037037037,1609.8437850000007,True
MA1773.2,5763.0665,4153.650581,0.0099009900990099,0.0162037037037037,1609.415919,True
MA1332.2,2837.92409,1235.8577345000006,0.0099009900990099,0.0162037037037037,1602.0663554999994,True
MA1673.2,3133.4743,1538.338934,0.0099009900990099,0.0162037037037037,1595.1353659999997,True
MA2350.1,2964.534,1378.5779,0.0099009900990099,0.0162037037037037,1585.9561,True
MA0961.2,2964.534,1378.5779,0.0099009900990099,0.0162037037037037,1585.9561,True
MA1337.2,3229.34794,1645.1662906999998,0.0099009900990099,0.0162037037037037,1584.1816493000003,True
MA1791.1,6162.45918,4586.717314899998,0.0099009900990099,0.0162037037037037,1575.7418651000016,True
MA2047.2,4182.2568,2616.2339759999995,0.0099009900990099,0.0162037037037037,1566.0228240000006,True
MA2053.2,5048.4481,3485.534623999999,0.0099009900990099,0.0162037037037037,1562.9134760000006,True
MA1261.2,2618.9466,1066.623848,0.0099009900990099,0.0162037037037037,1552.3227520000003,True
MA2050.2,4141.3032,2590.615224000001,0.0099009900990099,0.0162037037037037,1550.6879759999993,True
MA1165.3,6518.4732,4982.33688,0.0099009900990099,0.0162037037037037,1536.1363200000005,True
MA2372.1,5380.5078,3846.9925670000007,0.0099009900990099,0.0162037037037037,1533.5152329999996,True
MA2036.2,4090.1436,2558.612052000001,0.0099009900990099,0.0162037037037037,1531.531547999999,True
MA2010.2,4079.7432,2552.1060240000006,0.0099009900990099,0.0162037037037037,1527.6371759999993,True
MA2044.2,4076.4384,2550.038688000001,0.0099009900990099,0.0162037037037037,1526.399711999999,True
MA1232.2,2467.4083,967.230442,0.0099009900990099,0.0162037037037037,1500.177858,True
MA1815.2,2711.9766,1211.8308500000005,0.0099009900990099,0.0162037037037037,1500.1457499999995,True
MA1287.2,2606.68141,1118.1988759000003,0.0099009900990099,0.0162037037037037,1488.4825340999998,True
MA1076.3,4033.4158,2546.925457,0.0099009900990099,0.0162037037037037,1486.4903430000004,True
MA1328.1,25280.0432,23800.653894000006,0.0099009900990099,0.0162037037037037,1479.3893059999937,True
MA2416.1,2053.7814,586.7698615000003,0.0099009900990099,0.0162037037037037,1467.0115384999995,True
MA1285.2,2413.61494,949.7566643999996,0.0099009900990099,0.0162037037037037,1463.8582756000003,True
MA1339.1,2611.67439,1154.0622215000003,0.0099009900990099,0.0162037037037037,1457.6121684999998,True
MA1084.1,3439.0736,1986.96189,0.0099009900990099,0.0162037037037037,1452.1117100000001,True
MA1818.1,2174.63431,728.6660677000003,0.0099009900990099,0.0162037037037037,1445.9682422999995,True
MA1685.2,3148.45781,1704.7182590999996,0.0099009900990099,0.0162037037037037,1443.7395509000003,True
MA2030.2,4552.5794,3128.8775920000003,0.0099009900990099,0.0162037037037037,1423.7018079999993,True
MA1832.2,2110.24531,687.9158074,0.0099009900990099,0.0162037037037037,1422.3295025999998,True
MA2068.1,2937.1419,1517.3620280000002,0.0099009900990099,0.0162037037037037,1419.7798719999998,True
MA1263.2,2610.2412,1190.6184039999998,0.0099009900990099,0.0162037037037037,1419.622796,True
MA1828.2,2958.1372,1562.0223419999998,0.0099009900990099,0.0162037037037037,1396.1148580000004,True
MA2357.1,3803.584,2414.681529999999,0.0099009900990099,0.0162037037037037,1388.902470000001,True
MA1671.2,2219.6698,832.831558,0.0099009900990099,0.0162037037037037,1386.8382420000003,True
MA1689.2,4307.8226,2923.9811120000004,0.0099009900990099,0.0162037037037037,1383.841488,True
MA1388.2,5785.4436,4422.05224,0.0099009900990099,0.0162037037037037,1363.3913599999996,True
MA1776.2,4073.5228,2717.000434000001,0.0099009900990099,0.0162037037037037,1356.5223659999992,True
MA1288.2,2411.10616,1061.3892853,0.0099009900990099,0.0162037037037037,1349.7168746999998,True
MA1792.1,5089.6442,3744.256247399999,0.0099009900990099,0.0162037037037037,1345.3879526000005,True
MA1260.2,2687.40949,1345.9928579,0.0099009900990099,0.0162037037037037,1341.4166321,True
MA1335.1,4155.22738,2816.1144806,0.0099009900990099,0.0162037037037037,1339.1128994,True
MA1739.2,3857.7088,2539.832064000001,0.0099009900990099,0.0162037037037037,1317.8767359999988,True
MA1381.2,3789.3288,2472.138488,0.0099009900990099,0.0162037037037037,1317.1903119999997,True
MA1323.2,4463.5112,3162.9430330000005,0.0099009900990099,0.0162037037037037,1300.5681669999994,True
MA1190.2,14179.95705,12896.802963599994,0.0198019801980198,0.0311804008908686,1283.1540864000071,True
MA0962.2,2330.8207,1048.489751,0.0099009900990099,0.0162037037037037,1282.3309490000001,True
MA1750.1,1288.9993733,13.626887464,0.0099009900990099,0.0162037037037037,1275.372485836,True
MA1732.1,1288.9993733,13.626887464,0.0099009900990099,0.0162037037037037,1275.372485836,True
MA1766.2,4761.2453,3489.4427779999974,0.0099009900990099,0.0162037037037037,1271.8025220000022,True
MA1350.1,2293.98758,1029.0384977,0.0099009900990099,0.0162037037037037,1264.9490822999999,True
MA1802.2,3427.104,2175.675555,0.0099009900990099,0.0162037037037037,1251.428445,True
MA1386.3,6246.866,4995.506356000001,0.0099009900990099,0.0162037037037037,1251.3596439999992,True
MA1690.2,2853.76446,1624.9886476999998,0.0099009900990099,0.0162037037037037,1228.7758123,True
MA1026.3,14337.56828,13110.703109500004,0.0198019801980198,0.0311804008908686,1226.8651704999957,True
MA0580.1,3491.46838,2268.5356669,0.0099009900990099,0.0162037037037037,1222.9327131,True
MA1424.2,2498.673,1282.1481160000003,0.0099009900990099,0.0162037037037037,1216.5248839999995,True
MA1747.2,7036.4917,5831.148547699998,0.0099009900990099,0.0162037037037037,1205.3431523000017,True
MA1390.3,5215.8497,4020.9180540000007,0.0099009900990099,0.0162037037037037,1194.931645999999,True
MA1231.3,2006.0455,815.5460969999999,0.0099009900990099,0.0162037037037037,1190.499403,True
MA1372.2,4417.0892,3228.0067320000003,0.0099009900990099,0.0162037037037037,1189.082468,True
MA1034.1,1811.67107,623.0242890000002,0.0099009900990099,0.0162037037037037,1188.646781,True
MA0974.3,7107.305899999999,5928.878321999999,0.0099009900990099,0.0162037037037037,1178.4275780000007,True
MA1259.2,2634.19647,1456.9051366,0.0099009900990099,0.0162037037037037,1177.2913333999998,True
MA1291.1,2192.83354,1029.4005681,0.0099009900990099,0.0162037037037037,1163.4329719,True
MA2364.1,2131.595,988.49589,0.0099009900990099,0.0162037037037037,1143.0991099999997,True
MA0097.1,2025.24693,894.4382869000004,0.0099009900990099,0.0162037037037037,1130.8086430999997,True
MA0567.1,1994.9138,867.9587160000003,0.0099009900990099,0.0162037037037037,1126.9550839999997,True
MA1428.2,2052.6151,926.2112519999996,0.0099009900990099,0.0162037037037037,1126.4038480000004,True
MA1019.2,2089.9013,963.5360389999998,0.0099009900990099,0.0162037037037037,1126.3652610000001,True
MA2390.1,2088.4745,962.875939,0.0099009900990099,0.0162037037037037,1125.5985609999998,True
MA0975.1,1856.247,731.9046310000003,0.0099009900990099,0.0162037037037037,1124.3423689999997,True
MA2400.1,2531.3764,1408.9650449999992,0.0099009900990099,0.0162037037037037,1122.4113550000009,True
MA1781.2,4529.5415,3426.083927999999,0.0099009900990099,0.0162037037037037,1103.4575720000012,True
MA1049.2,1918.7812,827.6928669999994,0.0099009900990099,0.0162037037037037,1091.0883330000006,True
MA1258.2,2767.9224,1696.1943619999995,0.0099009900990099,0.0162037037037037,1071.7280380000004,True
MA1164.2,6144.4677,5077.949214999998,0.0099009900990099,0.0162037037037037,1066.5184850000023,True
MA0001.3,7221.5981,6157.783952000001,0.0099009900990099,0.0162037037037037,1063.8141479999995,True
MA2399.1,1753.07025,695.6654021999999,0.0099009900990099,0.0162037037037037,1057.4048478,True
MA1004.2,1829.7187,785.956594,0.0099009900990099,0.0162037037037037,1043.762106,True
MA1050.1,1985.112,942.318505,0.0099009900990099,0.0162037037037037,1042.7934950000001,True
MA1090.2,2335.8159,1298.1593789999995,0.0099009900990099,0.0162037037037037,1037.6565210000006,True
MA2352.1,3870.476,2835.0331869999995,0.0099009900990099,0.0162037037037037,1035.4428130000006,True
MA1066.1,1934.04608,907.8934757,0.0099009900990099,0.0162037037037037,1026.1526043000001,True
MA1284.2,1832.36601,809.6546131999996,0.0099009900990099,0.0162037037037037,1022.7113968000003,True
MA1821.2,1390.53857,375.2003060999999,0.0099009900990099,0.0162037037037037,1015.3382639,True
MA0005.3,7191.4879,6183.974247999998,0.0099009900990099,0.0162037037037037,1007.5136520000024,True
MA0967.1,3326.7852,2327.629938,0.0099009900990099,0.0162037037037037,999.1552619999998,True
MA1311.3,2231.3859,1240.1210790000002,0.0099009900990099,0.0162037037037037,991.264821,True
MA1093.2,2205.243,1225.5918300000003,0.0099009900990099,0.0162037037037037,979.6511699999996,True
MA1219.3,2328.1843,1352.193841,0.0099009900990099,0.0162037037037037,975.9904589999999,True
MA1078.2,2196.5346,1220.7520260000006,0.0099009900990099,0.0162037037037037,975.7825739999994,True
MA1769.2,6577.4602,5602.492137000002,0.0099009900990099,0.0162037037037037,974.9680629999984,True
MA1063.2,1917.5231,944.276007,0.0099009900990099,0.0162037037037037,973.2470930000001,True
MA1365.3,6240.0,5268.12,0.0099009900990099,0.0162037037037037,971.8800000000001,True
MA1039.1,3511.1098,2550.1286889999988,0.0099009900990099,0.0162037037037037,960.9811110000014,True
MA1425.2,2192.9544,1239.139728,0.0099009900990099,0.0162037037037037,953.814672,True
MA1346.2,3666.95392,2719.1399844000007,0.0099009900990099,0.0162037037037037,947.8139355999992,True
MA1664.3,6046.0593,5099.971406999998,0.0099009900990099,0.0162037037037037,946.0878930000017,True
MA1805.2,2118.2829,1177.2626489999996,0.0099009900990099,0.0162037037037037,941.0202510000006,True
MA2377.1,1863.8982,924.3963979999996,0.0099009900990099,0.0162037037037037,939.5018020000005,True
MA1166.2,8787.02632,7852.045320699998,0.0099009900990099,0.0162037037037037,934.9809993000026,True
MA2089.1,2101.167,1167.75027,0.0099009900990099,0.0162037037037037,933.4167299999999,True
MA1173.2,5340.2678,4413.046570999998,0.0099009900990099,0.0162037037037037,927.2212290000016,True
MA1382.2,1934.9705,1028.6171857,0.0099009900990099,0.0162037037037037,906.3533143,True
MA1265.3,2210.9669,1323.243066,0.0099009900990099,0.0162037037037037,887.7238339999999,True
MA1376.2,1451.2856,565.5249079999999,0.0099009900990099,0.0162037037037037,885.7606920000001,True
MA2011.2,2502.5432,1622.396888,0.0099009900990099,0.0162037037037037,880.1463120000001,True
MA1324.1,3410.1971,2530.675402,0.0099009900990099,0.0162037037037037,879.521698,True
MA2018.2,4274.9732,3398.162008000001,0.0099009900990099,0.0162037037037037,876.8111919999992,True
MA1220.2,2542.7262,1668.2186840000004,0.0099009900990099,0.0162037037037037,874.5075159999997,True
MA1290.1,1865.21088,990.9669685999996,0.0099009900990099,0.0162037037037037,874.2439114000005,True
MA1051.1,1605.7788,732.8380579999997,0.0099009900990099,0.0162037037037037,872.9407420000003,True
MA2409.1,5000.9191,4129.0597050000015,0.0099009900990099,0.0162037037037037,871.8593949999986,True
MA1698.2,2191.7317,1336.3839669999995,0.0099009900990099,0.0162037037037037,855.3477330000003,True
MA1679.2,2380.8006,1541.1994039999995,0.0099009900990099,0.0162037037037037,839.6011960000005,True
MA1197.2,2481.1499,1644.025978,0.0099009900990099,0.0162037037037037,837.123922,True
MA1064.2,1924.4838,1095.4775420000003,0.0099009900990099,0.0162037037037037,829.0062579999997,True
MA0986.1,2463.8148,1637.9567139999988,0.0099009900990099,0.0162037037037037,825.8580860000013,True
MA2412.1,4511.2549,3689.614679999999,0.0099009900990099,0.0162037037037037,821.6402200000007,True
MA1035.1,1859.452,1043.3396599999996,0.0099009900990099,0.0162037037037037,816.1123400000004,True
MA2386.1,1916.0976,1105.6611019999996,0.0099009900990099,0.0162037037037037,810.4364980000005,True
MA1008.2,1916.0976,1105.6611019999996,0.0099009900990099,0.0162037037037037,810.4364980000005,True
MA1251.2,2323.4851,1526.4587851,0.0099009900990099,0.0162037037037037,797.0263149,True
MA1229.2,2482.2711,1697.385571,0.0099009900990099,0.0162037037037037,784.8855289999999,True
MA2410.1,3788.4571,3008.355887,0.0099009900990099,0.0162037037037037,780.1012129999999,True
MA1411.2,2069.999,1292.7131239999994,0.0099009900990099,0.0162037037037037,777.2858760000004,True
MA1788.1,3831.50873,3061.0523444000005,0.0099009900990099,0.0162037037037037,770.4563855999995,True
MA2418.1,1655.9987,888.4297080000002,0.0099009900990099,0.0162037037037037,767.5689919999999,True
MA1233.3,2271.9252,1505.1255370000008,0.0099009900990099,0.0162037037037037,766.7996629999993,True
MA1069.3,5127.64234,4362.786903800001,0.0198019801980198,0.0311804008908686,764.8554361999995,True
MA1795.2,1825.6099,1063.9497520000002,0.0099009900990099,0.0162037037037037,761.6601479999997,True
MA1098.1,1500.53962,741.718271,0.0099009900990099,0.0162037037037037,758.821349,True
MA1095.1,1500.53962,741.718271,0.0099009900990099,0.0162037037037037,758.821349,True
MA0557.2,1950.5872,1198.0005119999998,0.0099009900990099,0.0162037037037037,752.5866880000001,True
MA1234.2,2049.5459,1307.1731519999998,0.0099009900990099,0.0162037037037037,742.3727480000002,True
MA1366.2,9420.651,8679.945325999997,0.0198019801980198,0.0311804008908686,740.7056740000025,True
MA0589.2,2841.85434,2107.6568813999997,0.0099009900990099,0.0162037037037037,734.1974586000001,True
MA1053.1,1463.24415,732.1637750000002,0.0099009900990099,0.0162037037037037,731.0803749999998,True
MA1758.2,4660.98339,3931.702034,0.0099009900990099,0.0162037037037037,729.2813560000004,True
MA1286.2,1830.9062,1102.2844989999996,0.0099009900990099,0.0162037037037037,728.6217010000003,True
MA0565.3,3411.0168,2709.970323000001,0.0099009900990099,0.0162037037037037,701.046476999999,True
MA2393.1,1416.6723,730.6177919999998,0.0099009900990099,0.0162037037037037,686.0545080000002,True
MA1021.2,1415.3848,729.9537919999999,0.0099009900990099,0.0162037037037037,685.4310080000001,True
MA0959.1,2152.3914,1505.731968,0.0099009900990099,0.0162037037037037,646.6594319999999,True
MA2017.2,1975.2142,1330.062088999999,0.0099009900990099,0.0162037037037037,645.1521110000008,True
MA1289.2,1661.54421,1020.3603041000003,0.0099009900990099,0.0162037037037037,641.1839058999997,True
MA1054.2,1782.504,1164.0494919999992,0.0099009900990099,0.0162037037037037,618.4545080000007,True
MA1241.2,2193.53061,1575.4271179999996,0.0099009900990099,0.0162037037037037,618.1034920000002,True
MA1172.2,5107.7727,4490.2261960000005,0.0198019801980198,0.0311804008908686,617.5465039999999,True
MA1410.2,1384.1581,770.8326239999998,0.0099009900990099,0.0162037037037037,613.3254760000003,True
MA1006.2,1455.6227,845.0366020000001,0.0099009900990099,0.0162037037037037,610.5860979999998,True
MA1243.2,2633.6066,2027.0712419999995,0.0099009900990099,0.0162037037037037,606.5353580000005,True
MA1777.2,5125.7036,4520.919646000001,0.0099009900990099,0.0162037037037037,604.7839539999986,True
MA0587.2,1577.63412,977.9532988999998,0.0099009900990099,0.0162037037037037,599.6808211000001,True
MA1696.2,2235.0446,1637.9006469999997,0.0099009900990099,0.0162037037037037,597.1439530000005,True
MA2083.1,3139.5134000000003,2546.592403,0.0099009900990099,0.0162037037037037,592.9209970000002,True
MA1020.1,4720.2403,4137.946772,0.0198019801980198,0.0311804008908686,582.2935280000002,True
MA1048.1,1978.1915,1398.671267,0.0099009900990099,0.0162037037037037,579.520233,True
MA1230.2,2248.5605,1687.5145749999992,0.0099009900990099,0.0162037037037037,561.0459250000008,True
MA1007.1,2412.2976,1853.8724399999985,0.0099009900990099,0.0162037037037037,558.4251600000014,True
MA0588.2,2351.2352,1795.6735150000002,0.0099009900990099,0.0162037037037037,555.5616849999999,True
MA1238.3,2346.6738,1791.6013020000005,0.0099009900990099,0.0162037037037037,555.0724979999995,True
MA2415.1,1625.17814,1071.5446901,0.0099009900990099,0.0162037037037037,553.6334499,True
MA1282.2,1433.60532,881.0503054999998,0.0099009900990099,0.0162037037037037,552.5550145000001,True
MA2051.2,6350.2462,5800.522203,0.0099009900990099,0.0162037037037037,549.7239969999991,True
MA2088.1,1367.934,819.1149439999997,0.0099009900990099,0.0162037037037037,548.8190560000003,True
MA1697.2,2742.1756,2195.6722589999995,0.0099009900990099,0.0162037037037037,546.5033410000005,True
MA1096.1,1392.92877,855.1023851000001,0.0099009900990099,0.0162037037037037,537.8263848999999,True
MA1180.2,4348.6366,3819.940141000001,0.0099009900990099,0.0162037037037037,528.6964589999989,True
MA1097.1,1163.95379,658.5355679,0.0099009900990099,0.0162037037037037,505.4182221,True
MA1430.2,1323.1969,822.1043729999997,0.0099009900990099,0.0162037037037037,501.09252700000025,True
MA1283.2,558.6518044,59.893377774,0.0099009900990099,0.0162037037037037,498.75842662599996,True
MA1253.2,2310.7778,1813.786217,0.0099009900990099,0.0162037037037037,496.99158299999976,True
MA1223.2,2214.33273,1720.3754679999995,0.0099009900990099,0.0162037037037037,493.9572620000006,True
MA1348.1,3140.16647,2656.0931375000005,0.0099009900990099,0.0162037037037037,484.07333249999965,True
MA0953.2,4389.43417,3908.056311800002,0.0099009900990099,0.0162037037037037,481.3778581999986,True
MA1741.1,5467.4681,4988.620237999999,0.0297029702970297,0.0462555066079295,478.84786200000144,True
MA1737.2,2639.342,2190.194844,0.0099009900990099,0.0162037037037037,449.147156,True
MA2395.1,2175.1675,1737.277121,0.0198019801980198,0.0311804008908686,437.89037899999994,True
MA2065.1,1700.1947,1264.1745409999996,0.0198019801980198,0.0311804008908686,436.0201590000004,True
MA1412.2,1320.9892,885.6742232000001,0.0099009900990099,0.0162037037037037,435.31497679999984,True
MA0574.1,1561.82924,1140.1701511,0.0099009900990099,0.0162037037037037,421.6590888999999,True
MA0576.2,1177.78031,759.4018676,0.0099009900990099,0.0162037037037037,418.37844240000015,True
MA2079.1,1146.4994,737.2152520000004,0.0099009900990099,0.0162037037037037,409.2841479999995,True
MA1749.1,1987.45785,1581.2996555000002,0.0099009900990099,0.0162037037037037,406.1581944999998,True
MA1694.2,2045.7756,1648.1387459999987,0.0198019801980198,0.0311804008908686,397.6368540000012,True
MA1692.2,2200.6592,1806.1055959999985,0.0198019801980198,0.0311804008908686,394.55360400000154,True
MA0123.1,1105.8762,711.329689,0.0099009900990099,0.0162037037037037,394.5465109999999,True
MA1218.2,2344.1856,1959.402035,0.0297029702970297,0.0462555066079295,384.7835649999997,True
MA2029.2,1773.02559,1392.055782,0.0198019801980198,0.0311804008908686,380.96980800000006,True
MA2387.1,1806.4588,1430.021885,0.0099009900990099,0.0162037037037037,376.436915,True
MA1695.2,1657.48614,1291.0008971999998,0.0198019801980198,0.0311804008908686,366.48524280000015,True
MA1752.2,1893.8029,1529.6303440000002,0.0198019801980198,0.0311804008908686,364.17255599999976,True
MA1809.2,2218.9302,1867.2306090000009,0.0198019801980198,0.0311804008908686,351.6995909999989,True
MA1023.1,1870.0297,1529.3795279999997,0.0198019801980198,0.0311804008908686,340.65017200000034,True
MA1178.3,3287.1226,2952.1839049999994,0.0297029702970297,0.0462555066079295,334.93869500000073,True
MA1670.2,1757.8404,1527.1905780000006,0.0198019801980198,0.0311804008908686,230.6498219999994,True
MA1067.1,982.66331,754.1744087,0.0099009900990099,0.0162037037037037,228.48890130000007,True
MA0963.1,572.34264,344.13876020000004,0.0297029702970297,0.0462555066079295,228.20387979999992,True
MA1669.2,1746.518,1519.043259,0.0297029702970297,0.0462555066079295,227.474741,True
MA2408.1,623.7755,469.73877080000005,0.0198019801980198,0.0311804008908686,154.0367291999999,True
